vector;x;y;step
[6.533333333333334,2.8666666666666667,5.066666666666666,1.5];2;4,0
[0.0,0.0,0.0,0.0];3;4,0
[0.0,0.0,0.0,0.0];4;4,0
[5.9,3.0,4.2,1.5];5;4,0
[5.3500000000000005,3.033333333333333,2.733333333333333,0.7833333333333333];6;4,0
[5.0,3.4,1.5,0.2];7;4,0
[5.633333333333333,3.0333333333333337,3.966666666666667,1.5333333333333334];8;4,0
[5.825,3.025,3.9499999999999997,1.2249999999999999];9;4,0
[6.75,3.25,5.9,2.05];0;5,0
[5.15,3.05,2.45,0.75];1;5,0
[5.8,2.6666666666666665,4.199999999999999,1.3666666666666665];2;5,0
[6.2,2.2,4.5,1.5];3;5,0
[6.16,2.8600000000000003,4.88,1.7];4;5,0
[6.7,3.0,5.0,1.7];5;5,0
[0.0,0.0,0.0,0.0];6;5,0
[6.550000000000001,3.25,4.1,1.1];7;5,0
[6.25,3.1,4.55,1.45];8;5,0
[5.0,3.5,1.6,0.6];9;5,0
[0.0,0.0,0.0,0.0];0;0,1
[6.1,2.9,4.4,1.4];1;0,1
[5.714285714285714,2.5,3.914285714285714,1.0857142857142856];2;0,1
[0.0,0.0,0.0,0.0];3;0,1
[6.6625000000000005,2.975,4.562500000000001,1.4000000000000001];4;0,1
[0.0,0.0,0.0,0.0];5;0,1
[5.7,3.0,4.2,1.2];6;0,1
[6.05,2.95,4.75,1.6];7;0,1
[6.0,3.4,4.5,1.6];8;0,1
[5.6,2.9,3.6,1.3];9;0,1
[5.0,3.2,1.2,0.2];0;1,1
[0.0,0.0,0.0,0.0];1;1,1
[5.866666666666667,3.0,5.0,2.0];2;1,1
[6.1,2.8,4.0,1.3];3;1,1
[0.0,0.0,0.0,0.0];4;1,1
[0.0,0.0,0.0,0.0];5;1,1
[0.0,0.0,0.0,0.0];6;1,1
[0.0,0.0,0.0,0.0];7;1,1
[0.0,0.0,0.0,0.0];8;1,1
[6.720000000000001,3.1,5.32,2.28];9;1,1
[0.0,0.0,0.0,0.0];0;2,1
[0.0,0.0,0.0,0.0];1;2,1
[5.0,2.3,3.2750000000000004,1.025];2;2,1
[5.7,2.6,3.5,1.0];3;2,1
[6.3999999999999995,3.2000000000000006,5.233333333333333,2.1];4;2,1
[0.0,0.0,0.0,0.0];5;2,1
[4.875,3.05,1.4875,0.16249999999999998];6;2,1
[4.511111111111111,3.011111111111111,1.3555555555555556,0.19999999999999998];7;2,1
[0.0,0.0,0.0,0.0];8;2,1
[7.377777777777778,2.8444444444444446,6.244444444444444,1.9888888888888887];9;2,1
[5.175000000000001,3.6875,1.6749999999999998,0.2625];0;3,1
[0.0,0.0,0.0,0.0];1;3,1
[0.0,0.0,0.0,0.0];2;3,1
[0.0,0.0,0.0,0.0];3;3,1
[0.0,0.0,0.0,0.0];4;3,1
[6.25,2.6500000000000004,5.449999999999999,1.65];5;3,1
[5.42,2.78,4.4799999999999995,1.44];6;3,1
[6.3,2.6,5.0,1.6333333333333335];7;3,1
[0.0,0.0,0.0,0.0];8;3,1
[6.466666666666666,2.933333333333333,5.55,1.9666666666666668];9;3,1
[0.0,0.0,0.0,0.0];0;4,1
[4.6,3.5,1.2,0.25];1;4,1
[0.0,0.0,0.0,0.0];2;4,1
[0.0,0.0,0.0,0.0];3;4,1
[0.0,0.0,0.0,0.0];4;4,1
[5.9,3.0,4.2,1.5];5;4,1
[0.0,0.0,0.0,0.0];6;4,1
[5.2124999999999995,3.5624999999999996,1.4249999999999998,0.22500000000000003];7;4,1
[5.4,2.85,4.0,1.35];8;4,1
[0.0,0.0,0.0,0.0];9;4,1
[6.927272727272728,3.372727272727272,5.963636363636365,2.2545454545454544];0;5,1
[0.0,0.0,0.0,0.0];1;5,1
[5.6,2.6399999999999997,4.1,1.3];2;5,1
[6.166666666666667,2.2333333333333334,4.633333333333334,1.4333333333333333];3;5,1
[5.9375,2.7375,4.9750000000000005,1.85];4;5,1
[6.800000000000001,3.05,4.95,1.6];5;5,1
[0.0,0.0,0.0,0.0];6;5,1
[0.0,0.0,0.0,0.0];7;5,1
[6.225,3.075,4.625,1.4249999999999998];8;5,1
[5.283333333333334,3.783333333333333,1.5499999999999998,0.44999999999999996];9;5,1
[0.0,0.0,0.0,0.0];0;0,2
[6.175000000000001,2.875,4.45,1.325];1;0,2
[5.714285714285714,2.5,3.914285714285714,1.0857142857142856];2;0,2
[0.0,0.0,0.0,0.0];3;0,2
[6.6499999999999995,2.9499999999999997,4.583333333333333,1.4166666666666667];4;0,2
[0.0,0.0,0.0,0.0];5;0,2
[5.666666666666667,2.966666666666667,4.166666666666667,1.2666666666666666];6;0,2
[6.1,2.9250000000000003,4.8,1.7000000000000002];7;0,2
[6.0,3.4,4.5,1.6];8;0,2
[5.6,2.9,3.6,1.3];9;0,2
[5.0,3.25,1.2999999999999998,0.2];0;1,2
[0.0,0.0,0.0,0.0];1;1,2
[5.800000000000001,2.95,4.975,1.9999999999999998];2;1,2
[6.1,2.8,4.0,1.3];3;1,2
[0.0,0.0,0.0,0.0];4;1,2
[0.0,0.0,0.0,0.0];5;1,2
[0.0,0.0,0.0,0.0];6;1,2
[0.0,0.0,0.0,0.0];7;1,2
[0.0,0.0,0.0,0.0];8;1,2
[6.8,3.0599999999999996,5.36,2.2399999999999998];9;1,2
[0.0,0.0,0.0,0.0];0;2,2
[0.0,0.0,0.0,0.0];1;2,2
[5.0,2.3,3.2750000000000004,1.025];2;2,2
[5.7,2.6,3.5,1.0];3;2,2
[6.38,3.2399999999999998,5.32,2.2];4;2,2
[0.0,0.0,0.0,0.0];5;2,2
[4.85,3.1,1.51,0.16999999999999998];6;2,2
[4.487500000000001,2.9875,1.3250000000000002,0.19999999999999998];7;2,2
[0.0,0.0,0.0,0.0];8;2,2
[7.540000000000001,3.0900000000000003,6.36,2.0];9;2,2
[5.1,3.6374999999999997,1.6749999999999998,0.3125];0;3,2
[0.0,0.0,0.0,0.0];1;3,2
[0.0,0.0,0.0,0.0];2;3,2
[0.0,0.0,0.0,0.0];3;3,2
[0.0,0.0,0.0,0.0];4;3,2
[6.25,2.6500000000000004,5.449999999999999,1.65];5;3,2
[5.42,2.78,4.4799999999999995,1.44];6;3,2
[6.3,2.625,4.975,1.675];7;3,2
[0.0,0.0,0.0,0.0];8;3,2
[6.457142857142857,2.871428571428571,5.628571428571428,1.957142857142857];9;3,2
[0.0,0.0,0.0,0.0];0;4,2
[4.6,3.5,1.2,0.25];1;4,2
[0.0,0.0,0.0,0.0];2;4,2
[0.0,0.0,0.0,0.0];3;4,2
[0.0,0.0,0.0,0.0];4;4,2
[5.9,3.0,4.2,1.5];5;4,2
[0.0,0.0,0.0,0.0];6;4,2
[5.176923076923076,3.5,1.446153846153846,0.24615384615384617];7;4,2
[5.2,2.7,3.9,1.4];8;4,2
[0.0,0.0,0.0,0.0];9;4,2
[6.814285714285715,3.271428571428572,5.857142857142857,2.3285714285714283];0;5,2
[0.0,0.0,0.0,0.0];1;5,2
[5.575,2.575,4.075,1.3];2;5,2
[6.166666666666667,2.2333333333333334,4.633333333333334,1.4333333333333333];3;5,2
[5.825,2.6500000000000004,5.074999999999999,1.85];4;5,2
[6.866666666666667,3.1,4.866666666666667,1.5333333333333332];5;5,2
[0.0,0.0,0.0,0.0];6;5,2
[0.0,0.0,0.0,0.0];7;5,2
[6.266666666666666,3.1666666666666665,4.6000000000000005,1.5];8;5,2
[5.514285714285714,3.9857142857142853,1.4714285714285713,0.3285714285714286];9;5,2
[0.0,0.0,0.0,0.0];0;0,3
[6.150000000000001,2.9,4.516666666666667,1.3499999999999999];1;0,3
[5.714285714285714,2.5,3.914285714285714,1.0857142857142856];2;0,3
[0.0,0.0,0.0,0.0];3;0,3
[6.6499999999999995,2.9499999999999997,4.583333333333333,1.4166666666666667];4;0,3
[0.0,0.0,0.0,0.0];5;0,3
[5.675000000000001,2.925,4.15,1.275];6;0,3
[6.050000000000001,3.0,4.825,1.8];7;0,3
[6.0,3.4,4.5,1.6];8;0,3
[5.6,2.9,3.6,1.3];9;0,3
[5.0,3.25,1.2999999999999998,0.2];0;1,3
[0.0,0.0,0.0,0.0];1;1,3
[5.766666666666667,2.8666666666666667,5.033333333333333,2.0666666666666664];2;1,3
[6.1,2.8,4.0,1.3];3;1,3
[0.0,0.0,0.0,0.0];4;1,3
[0.0,0.0,0.0,0.0];5;1,3
[0.0,0.0,0.0,0.0];6;1,3
[0.0,0.0,0.0,0.0];7;1,3
[0.0,0.0,0.0,0.0];8;1,3
[6.8,3.0599999999999996,5.36,2.2399999999999998];9;1,3
[0.0,0.0,0.0,0.0];0;2,3
[0.0,0.0,0.0,0.0];1;2,3
[5.0,2.3,3.2750000000000004,1.025];2;2,3
[5.7,2.6,3.5,1.0];3;2,3
[6.38,3.2399999999999998,5.32,2.2];4;2,3
[0.0,0.0,0.0,0.0];5;2,3
[4.836363636363636,3.1090909090909093,1.4909090909090907,0.17272727272727273];6;2,3
[4.457142857142857,2.957142857142857,1.3285714285714287,0.19999999999999998];7;2,3
[0.0,0.0,0.0,0.0];8;2,3
[7.540000000000001,3.0900000000000003,6.36,2.0];9;2,3
[5.0375000000000005,3.5875,1.6624999999999999,0.37499999999999994];0;3,3
[0.0,0.0,0.0,0.0];1;3,3
[0.0,0.0,0.0,0.0];2;3,3
[0.0,0.0,0.0,0.0];3;3,3
[0.0,0.0,0.0,0.0];4;3,3
[6.25,2.6500000000000004,5.449999999999999,1.65];5;3,3
[5.42,2.78,4.4799999999999995,1.44];6;3,3
[6.3,2.625,4.975,1.675];7;3,3
[0.0,0.0,0.0,0.0];8;3,3
[6.457142857142857,2.871428571428571,5.628571428571428,1.957142857142857];9;3,3
[0.0,0.0,0.0,0.0];0;4,3
[4.6,3.5,1.2,0.25];1;4,3
[0.0,0.0,0.0,0.0];2;4,3
[0.0,0.0,0.0,0.0];3;4,3
[0.0,0.0,0.0,0.0];4;4,3
[5.9,3.0,4.2,1.5];5;4,3
[0.0,0.0,0.0,0.0];6;4,3
[5.207692307692307,3.5,1.4538461538461538,0.2307692307692308];7;4,3
[5.2,2.7,3.9,1.4];8;4,3
[0.0,0.0,0.0,0.0];9;4,3
[6.814285714285715,3.271428571428572,5.857142857142857,2.3285714285714283];0;5,3
[0.0,0.0,0.0,0.0];1;5,3
[5.533333333333334,2.5,4.066666666666666,1.3];2;5,3
[6.166666666666667,2.2333333333333334,4.633333333333334,1.4333333333333333];3;5,3
[5.825,2.6500000000000004,5.074999999999999,1.85];4;5,3
[6.866666666666667,3.1,4.866666666666667,1.5333333333333332];5;5,3
[0.0,0.0,0.0,0.0];6;5,3
[0.0,0.0,0.0,0.0];7;5,3
[6.35,3.25,4.6,1.55];8;5,3
[5.528571428571428,4.042857142857143,1.4714285714285713,0.2857142857142857];9;5,3
[0.0,0.0,0.0,0.0];0;0,4
[6.150000000000001,2.9,4.516666666666667,1.3499999999999999];1;0,4
[5.714285714285714,2.5,3.914285714285714,1.0857142857142856];2;0,4
[0.0,0.0,0.0,0.0];3;0,4
[6.6499999999999995,2.9499999999999997,4.583333333333333,1.4166666666666667];4;0,4
[0.0,0.0,0.0,0.0];5;0,4
[5.660000000000001,2.88,4.159999999999999,1.2799999999999998];6;0,4
[6.0200000000000005,3.0,4.88,1.8];7;0,4
[6.0,3.4,4.5,1.6];8;0,4
[5.6,2.9,3.6,1.3];9;0,4
[5.0,3.25,1.2999999999999998,0.2];0;1,4
[0.0,0.0,0.0,0.0];1;1,4
[5.699999999999999,2.8,5.0,2.2];2;1,4
[6.1,2.8,4.0,1.3];3;1,4
[0.0,0.0,0.0,0.0];4;1,4
[0.0,0.0,0.0,0.0];5;1,4
[0.0,0.0,0.0,0.0];6;1,4
[0.0,0.0,0.0,0.0];7;1,4
[0.0,0.0,0.0,0.0];8;1,4
[6.8,3.0599999999999996,5.36,2.2399999999999998];9;1,4
[0.0,0.0,0.0,0.0];0;2,4
[0.0,0.0,0.0,0.0];1;2,4
[5.0,2.3,3.2750000000000004,1.025];2;2,4
[5.7,2.6,3.5,1.0];3;2,4
[6.38,3.2399999999999998,5.32,2.2];4;2,4
[0.0,0.0,0.0,0.0];5;2,4
[4.8,3.1153846153846154,1.4846153846153847,0.17692307692307693];6;2,4
[4.4,2.88,1.28,0.2];7;2,4
[0.0,0.0,0.0,0.0];8;2,4
[7.540000000000001,3.0900000000000003,6.36,2.0];9;2,4
[5.0375000000000005,3.5875,1.6624999999999999,0.37499999999999994];0;3,4
[0.0,0.0,0.0,0.0];1;3,4
[0.0,0.0,0.0,0.0];2;3,4
[0.0,0.0,0.0,0.0];3;3,4
[0.0,0.0,0.0,0.0];4;3,4
[6.25,2.6500000000000004,5.449999999999999,1.65];5;3,4
[5.42,2.78,4.4799999999999995,1.44];6;3,4
[6.3,2.625,4.975,1.675];7;3,4
[0.0,0.0,0.0,0.0];8;3,4
[6.457142857142857,2.871428571428571,5.628571428571428,1.957142857142857];9;3,4
[0.0,0.0,0.0,0.0];0;4,4
[4.6,3.5,1.2,0.25];1;4,4
[0.0,0.0,0.0,0.0];2;4,4
[0.0,0.0,0.0,0.0];3;4,4
[0.0,0.0,0.0,0.0];4;4,4
[5.9,3.0,4.2,1.5];5;4,4
[0.0,0.0,0.0,0.0];6;4,4
[5.207692307692307,3.5,1.4538461538461538,0.2307692307692308];7;4,4
[5.2,2.7,3.9,1.4];8;4,4
[0.0,0.0,0.0,0.0];9;4,4
[6.814285714285715,3.271428571428572,5.857142857142857,2.3285714285714283];0;5,4
[0.0,0.0,0.0,0.0];1;5,4
[5.5,2.4,4.0,1.3];2;5,4
[6.166666666666667,2.2333333333333334,4.633333333333334,1.4333333333333333];3;5,4
[5.825,2.6500000000000004,5.074999999999999,1.85];4;5,4
[6.866666666666667,3.1,4.866666666666667,1.5333333333333332];5;5,4
[0.0,0.0,0.0,0.0];6;5,4
[0.0,0.0,0.0,0.0];7;5,4
[6.35,3.25,4.6,1.55];8;5,4
[5.528571428571428,4.042857142857143,1.4714285714285713,0.2857142857142857];9;5,4
